user_id,user_type,onboarding_rating,biggest_confusion,feature_request,would_recommend
survey_user_0661,年轻用户,4,想看看别人都在唱什么,智能歌曲推荐,No
survey_user_0662,年轻用户,2,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Maybe
survey_user_0663,年轻用户,4,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0664,家庭用户,2,希望有新手推荐歌单,智能歌曲推荐,Yes
survey_user_0665,年轻用户,3,不知道该选什么歌唱,新手推荐歌单,Yes
survey_user_0666,年轻用户,2,需要适合我音域的歌曲推荐,智能歌曲推荐,Maybe
survey_user_0667,年轻用户,3,找不到适合自己的歌,新手推荐歌单,Maybe
survey_user_0668,年轻用户,3,盯着歌单不知道选什么,新手推荐歌单,Maybe
survey_user_0669,年轻用户,3,"界面功能太多,找不到入口",新手引导教程,Maybe
survey_user_0670,家庭用户,4,作为新手感觉很迷茫,新手引导教程,Maybe
survey_user_0671,年轻用户,3,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0672,年轻用户,2,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Maybe
survey_user_0673,年轻用户,2,需要一些歌曲推荐,智能歌曲推荐,No
survey_user_0674,年轻用户,2,"没有引导,不知道从哪里开始",新手引导教程,Maybe
survey_user_0675,年轻用户,4,不知道该选什么歌唱,新手推荐歌单,Yes
survey_user_0676,家庭用户,3,"界面功能太多,找不到入口",新手引导教程,No
survey_user_0677,年轻用户,2,需要一些歌曲推荐,智能歌曲推荐,Maybe
survey_user_0678,家庭用户,3,导航不够清晰,更好的帮助文档,No
survey_user_0679,年轻用户,3,需要适合我音域的歌曲推荐,智能歌曲推荐,No
survey_user_0680,家庭用户,4,需要一些歌曲推荐,智能歌曲推荐,No
survey_user_0681,家庭用户,4,"歌库太大,不知道从哪里开始",新手推荐歌单,No
survey_user_0682,年轻用户,2,找不到适合自己的歌,新手推荐歌单,Maybe
survey_user_0683,年轻用户,4,"歌库太大,不知道从哪里开始",新手推荐歌单,Yes
survey_user_0684,家庭用户,3,和我预期的不一样,更好的帮助文档,Yes
survey_user_0685,家庭用户,2,需要一些歌曲推荐,智能歌曲推荐,Maybe
survey_user_0686,年轻用户,4,希望有新手推荐歌单,智能歌曲推荐,Yes
survey_user_0687,音乐爱好者,3,和我预期的不一样,更好的帮助文档,Maybe
survey_user_0688,年轻用户,4,想看看别人都在唱什么,智能歌曲推荐,Maybe
survey_user_0689,年轻用户,4,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0690,年轻用户,2,需要适合我音域的歌曲推荐,智能歌曲推荐,No
survey_user_0691,音乐爱好者,2,"界面功能太多,找不到入口",新手引导教程,Maybe
survey_user_0692,年轻用户,3,找不到我想要的功能,更好的帮助文档,No
survey_user_0693,家庭用户,4,操作太复杂,更好的帮助文档,Maybe
survey_user_0694,年轻用户,2,希望有新手推荐歌单,智能歌曲推荐,Maybe
survey_user_0695,年轻用户,3,希望有新手推荐歌单,智能歌曲推荐,Maybe
survey_user_0696,年轻用户,4,"歌库太大,不知道从哪里开始",新手推荐歌单,No
survey_user_0697,家庭用户,3,找不到我想要的功能,更好的帮助文档,No
survey_user_0698,年轻用户,3,不确定哪首歌适合我的音域,新手推荐歌单,No
survey_user_0699,家庭用户,3,操作太复杂,更好的帮助文档,Yes
survey_user_0700,年轻用户,4,"没有引导,不知道从哪里开始",新手引导教程,No
survey_user_0701,家庭用户,3,空白的界面让我不知所措,新手引导教程,No
survey_user_0702,年轻用户,4,想看看别人都在唱什么,智能歌曲推荐,Maybe
survey_user_0703,年轻用户,3,需要适合我音域的歌曲推荐,智能歌曲推荐,No
survey_user_0704,年轻用户,2,找不到适合自己的歌,新手推荐歌单,Maybe
survey_user_0705,年轻用户,4,需要一些歌曲推荐,智能歌曲推荐,Yes
survey_user_0706,年轻用户,4,找不到适合自己的歌,新手推荐歌单,Maybe
survey_user_0707,家庭用户,3,"没有引导,不知道从哪里开始",新手引导教程,Yes
survey_user_0708,家庭用户,4,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0709,年轻用户,3,找不到适合自己的歌,新手推荐歌单,No
survey_user_0710,年轻用户,3,盯着歌单不知道选什么,新手推荐歌单,Maybe
survey_user_0711,年轻用户,3,需要一些歌曲推荐,智能歌曲推荐,Maybe
survey_user_0712,音乐爱好者,4,"太多功能,不知道先用哪个",新手引导教程,Maybe
survey_user_0713,年轻用户,2,"没有引导,不知道从哪里开始",新手引导教程,Maybe
survey_user_0714,年轻用户,2,需要一些歌曲推荐,智能歌曲推荐,No
survey_user_0715,年轻用户,3,希望有新手推荐歌单,智能歌曲推荐,No
survey_user_0716,年轻用户,3,作为新手感觉很迷茫,新手引导教程,Yes
survey_user_0717,年轻用户,2,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0718,年轻用户,3,"界面功能太多,找不到入口",新手引导教程,Maybe
survey_user_0719,家庭用户,4,"太多功能,不知道先用哪个",新手引导教程,No
survey_user_0720,年轻用户,4,"歌库太大,不知道从哪里开始",新手推荐歌单,Maybe
survey_user_0721,年轻用户,2,需要一些歌曲推荐,智能歌曲推荐,Yes
survey_user_0722,家庭用户,2,作为新手感觉很迷茫,新手引导教程,No
survey_user_0723,年轻用户,2,"太多功能,不知道先用哪个",新手引导教程,Yes
survey_user_0724,年轻用户,3,想看看别人都在唱什么,智能歌曲推荐,No
survey_user_0725,年轻用户,4,需要适合我音域的歌曲推荐,智能歌曲推荐,No
survey_user_0726,年轻用户,3,作为新手感觉很迷茫,新手引导教程,Yes
survey_user_0727,年轻用户,4,盯着歌单不知道选什么,新手推荐歌单,Maybe
survey_user_0728,年轻用户,3,不确定哪首歌适合我的音域,新手推荐歌单,No
survey_user_0729,家庭用户,4,导航不够清晰,更好的帮助文档,Maybe
survey_user_0730,年轻用户,4,找不到适合自己的歌,新手推荐歌单,Maybe
survey_user_0731,年轻用户,4,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0732,年轻用户,3,需要适合我音域的歌曲推荐,智能歌曲推荐,Maybe
survey_user_0733,年轻用户,4,"歌库太大,不知道从哪里开始",新手推荐歌单,Maybe
survey_user_0734,家庭用户,2,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Yes
survey_user_0735,音乐爱好者,4,找不到我想要的功能,更好的帮助文档,Maybe
survey_user_0736,年轻用户,2,需要一些歌曲推荐,智能歌曲推荐,Maybe
survey_user_0737,家庭用户,3,不知道该选什么歌唱,新手推荐歌单,Yes
survey_user_0738,音乐爱好者,2,想看看别人都在唱什么,智能歌曲推荐,Maybe
survey_user_0739,年轻用户,4,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0740,家庭用户,2,"界面功能太多,找不到入口",新手引导教程,Maybe
survey_user_0741,家庭用户,2,需要适合我音域的歌曲推荐,智能歌曲推荐,Yes
survey_user_0742,家庭用户,3,需要适合我音域的歌曲推荐,智能歌曲推荐,Yes
survey_user_0743,年轻用户,3,不知道该选什么歌唱,新手推荐歌单,No
survey_user_0744,音乐爱好者,4,找不到我想要的功能,更好的帮助文档,Maybe
survey_user_0745,家庭用户,4,找不到适合自己的歌,新手推荐歌单,Yes
survey_user_0746,家庭用户,3,找不到我想要的功能,更好的帮助文档,Yes
survey_user_0747,家庭用户,4,"太多功能,不知道先用哪个",新手引导教程,Maybe
survey_user_0748,年轻用户,4,"界面功能太多,找不到入口",新手引导教程,No
survey_user_0749,年轻用户,2,需要一些歌曲推荐,智能歌曲推荐,Yes
survey_user_0750,音乐爱好者,4,找不到适合自己的歌,新手推荐歌单,No
survey_user_0751,年轻用户,3,想看看别人都在唱什么,智能歌曲推荐,Yes
survey_user_0752,年轻用户,4,不知道该选什么歌唱,新手推荐歌单,Maybe
survey_user_0753,年轻用户,4,需要一些歌曲推荐,智能歌曲推荐,No
survey_user_0754,年轻用户,2,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Yes
survey_user_0755,年轻用户,3,希望有新手推荐歌单,智能歌曲推荐,Maybe
survey_user_0756,家庭用户,4,盯着歌单不知道选什么,新手推荐歌单,Maybe
survey_user_0757,家庭用户,4,不知道该选什么歌唱,新手推荐歌单,Yes
survey_user_0758,家庭用户,4,找不到适合自己的歌,新手推荐歌单,Maybe
survey_user_0759,年轻用户,3,"歌库太大,不知道从哪里开始",新手推荐歌单,Maybe
survey_user_0760,年轻用户,3,不知道该选什么歌唱,新手推荐歌单,Maybe
survey_user_0761,年轻用户,3,"太多功能,不知道先用哪个",新手引导教程,Maybe
survey_user_0762,年轻用户,2,"歌库太大,不知道从哪里开始",新手推荐歌单,Maybe
survey_user_0763,年轻用户,4,需要适合我音域的歌曲推荐,智能歌曲推荐,No
survey_user_0764,家庭用户,4,"没有引导,不知道从哪里开始",新手引导教程,Yes
survey_user_0765,年轻用户,4,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,No
survey_user_0766,年轻用户,4,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Maybe
survey_user_0767,年轻用户,2,盯着歌单不知道选什么,新手推荐歌单,Maybe
survey_user_0768,家庭用户,3,"界面功能太多,找不到入口",新手引导教程,Maybe
survey_user_0769,音乐爱好者,2,找不到适合自己的歌,新手推荐歌单,Maybe
survey_user_0770,家庭用户,4,"界面功能太多,找不到入口",新手引导教程,Maybe
survey_user_0771,音乐爱好者,2,操作太复杂,更好的帮助文档,No
survey_user_0772,家庭用户,2,需要适合我音域的歌曲推荐,智能歌曲推荐,Yes
survey_user_0773,家庭用户,2,找不到适合自己的歌,新手推荐歌单,No
survey_user_0774,家庭用户,3,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Maybe
survey_user_0775,家庭用户,4,空白的界面让我不知所措,新手引导教程,No
survey_user_0776,年轻用户,3,想看看别人都在唱什么,智能歌曲推荐,Maybe
survey_user_0777,年轻用户,3,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Maybe
survey_user_0778,家庭用户,3,"太多功能,不知道先用哪个",新手引导教程,Maybe
survey_user_0779,家庭用户,2,盯着歌单不知道选什么,新手推荐歌单,No
survey_user_0780,年轻用户,4,需要一些歌曲推荐,智能歌曲推荐,Maybe
survey_user_0781,家庭用户,2,界面不够直观,更好的帮助文档,Maybe
survey_user_0782,年轻用户,2,"没有引导,不知道从哪里开始",新手引导教程,Maybe
survey_user_0783,家庭用户,3,需要一些歌曲推荐,智能歌曲推荐,Maybe
survey_user_0784,年轻用户,2,不知道该选什么歌唱,新手推荐歌单,Maybe
survey_user_0785,年轻用户,2,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Maybe
survey_user_0786,年轻用户,3,"太多功能,不知道先用哪个",新手引导教程,No
survey_user_0787,家庭用户,4,"太多功能,不知道先用哪个",新手引导教程,Maybe
survey_user_0788,年轻用户,4,空白的界面让我不知所措,新手引导教程,Maybe
survey_user_0789,年轻用户,4,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,No
survey_user_0790,年轻用户,2,想看看别人都在唱什么,智能歌曲推荐,Maybe
survey_user_0791,年轻用户,4,找不到适合自己的歌,新手推荐歌单,Maybe
survey_user_0792,年轻用户,2,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0793,家庭用户,3,需要一些歌曲推荐,智能歌曲推荐,Yes
survey_user_0794,年轻用户,3,作为新手感觉很迷茫,新手引导教程,Maybe
survey_user_0795,年轻用户,3,不知道该选什么歌唱,新手推荐歌单,No
survey_user_0796,家庭用户,4,界面不够直观,更好的帮助文档,No
survey_user_0797,家庭用户,2,找不到我想要的功能,更好的帮助文档,Maybe
survey_user_0798,音乐爱好者,3,和我预期的不一样,更好的帮助文档,Maybe
survey_user_0799,年轻用户,4,"界面功能太多,找不到入口",新手引导教程,Maybe
survey_user_0800,年轻用户,4,找不到适合自己的歌,新手推荐歌单,No
